age,job,marital,education,make_deposit,y
31,management,married,university.degree,0.201,no
50,blue-collar,married,basic.9y,0.094,no
47,services,married,high.school,0.014,no
31,entrepreneur,married,university.degree,0.005,no
23,student,single,basic.9y,0.565,yes
30,student,single,university.degree,0.459,no
30,entrepreneur,divorced,university.degree,0.015,no
39,admin.,single,unknown,0.015,no
40,services,divorced,high.school,0.005,no
52,blue-collar,married,basic.9y,0.007,no
31,technician,married,university.degree,0.388,no
27,services,married,high.school,0.013,no
38,housemaid,married,basic.4y,0,no
32,services,married,high.school,0.006,no
40,technician,married,professional.course,0,no
45,blue-collar,single,high.school,0.012,no
46,blue-collar,married,basic.6y,0.001,no
37,self-employed,married,basic.9y,0.009,no
30,admin.,single,basic.9y,0.034,no
53,technician,married,professional.course,0.196,no
29,admin.,single,university.degree,0.008,no
32,services,married,professional.course,0.001,no
36,housemaid,married,high.school,0.004,no
42,admin.,married,high.school,0.005,no
45,blue-collar,married,unknown,0.016,no
52,admin.,married,high.school,0.022,no
55,entrepreneur,divorced,university.degree,0.204,no
33,blue-collar,married,basic.6y,0.006,no
45,management,divorced,university.degree,0.001,no
36,blue-collar,married,basic.9y,0,no
40,services,single,high.school,0.001,no
38,admin.,married,basic.9y,0.092,no
39,blue-collar,married,basic.9y,0.673,no
35,admin.,married,professional.course,0.006,no
47,technician,married,professional.course,0.224,no
35,services,single,high.school,0.012,no
32,services,married,high.school,0.425,no
34,blue-collar,married,professional.course,0.025,no
48,management,married,university.degree,0,no
27,admin.,married,high.school,0.011,no
32,blue-collar,married,basic.9y,0,no
39,blue-collar,married,basic.6y,0.006,no
24,blue-collar,single,basic.9y,0.346,yes
49,blue-collar,married,basic.4y,0.004,no
37,management,married,university.degree,0.001,no
31,admin.,married,high.school,0.001,no
43,blue-collar,married,basic.9y,0.154,no
49,services,married,high.school,0,no
32,technician,married,university.degree,0.036,no
33,services,married,high.school,0.002,no
32,services,married,high.school,0.076,no
21,unemployed,single,high.school,0.264,no
59,technician,married,university.degree,0.086,no
35,blue-collar,married,basic.6y,0.003,no
53,entrepreneur,divorced,unknown,0.002,no
47,technician,single,basic.9y,0.005,no
39,blue-collar,married,basic.6y,0.014,no
47,technician,married,high.school,0.046,no
29,unemployed,married,university.degree,0.247,no
34,admin.,single,high.school,0,no
59,retired,married,unknown,0.004,no
33,admin.,single,university.degree,0.014,no
60,admin.,married,high.school,0.626,yes
46,blue-collar,divorced,basic.6y,0.056,no
34,technician,married,university.degree,0.008,no
34,self-employed,married,university.degree,0.003,no
55,admin.,married,high.school,0.005,no
33,technician,married,professional.course,0.15,yes
55,entrepreneur,married,university.degree,0.023,no
35,blue-collar,married,basic.6y,0.004,no
32,management,single,university.degree,0.033,no
39,blue-collar,married,basic.4y,0.002,no
37,services,single,high.school,0.043,yes
44,technician,divorced,professional.course,0,no
52,blue-collar,married,basic.4y,0.008,no
47,blue-collar,married,basic.6y,0.003,no
58,services,married,basic.6y,0.025,no
26,unemployed,married,high.school,0.004,no
46,blue-collar,married,basic.9y,0.004,no
44,admin.,married,high.school,0.001,no
52,technician,married,basic.9y,0,no
39,management,divorced,university.degree,0.009,no
40,blue-collar,married,basic.6y,0.22,no
38,admin.,married,university.degree,0.312,no
40,admin.,married,basic.9y,0.603,no
50,blue-collar,married,basic.4y,0.034,no
29,blue-collar,single,high.school,0.1,no
55,technician,divorced,university.degree,0.002,no
55,blue-collar,married,basic.4y,0.006,no
46,blue-collar,married,basic.9y,0.587,yes
46,admin.,married,high.school,0.005,no
30,services,single,high.school,0.005,no
46,technician,single,professional.course,0.345,no
22,student,single,high.school,0.689,yes
55,blue-collar,married,basic.9y,0.625,yes
51,services,married,basic.9y,0.001,no
24,student,single,university.degree,0.31,no
64,housemaid,married,unknown,0.623,yes
44,management,married,university.degree,0,no
35,blue-collar,married,basic.4y,0.12,no
55,technician,divorced,university.degree,0.223,no
39,admin.,married,university.degree,0.206,no
56,housemaid,single,basic.4y,0.011,no
33,management,married,university.degree,0.006,no
33,services,single,high.school,0,no
50,services,single,high.school,0.005,no
28,admin.,single,high.school,0.28,no
31,technician,married,university.degree,0.044,no
41,technician,single,professional.course,0,no
49,entrepreneur,married,university.degree,0.015,no
65,housemaid,married,basic.4y,0.127,no
50,admin.,married,university.degree,0.004,no
31,admin.,married,university.degree,0,no
36,blue-collar,married,basic.9y,0,no
35,admin.,married,university.degree,0.003,no
33,blue-collar,married,basic.9y,0.084,yes
43,blue-collar,married,basic.6y,0.117,no
47,management,married,university.degree,0,no
20,student,single,unknown,0.879,yes
34,admin.,single,university.degree,0.114,no
55,services,divorced,professional.course,0.043,no
35,technician,married,university.degree,0.02,no
51,blue-collar,married,basic.6y,0.002,no
51,services,married,high.school,0.029,no
69,retired,married,basic.6y,0.623,yes
23,blue-collar,married,professional.course,0.027,no
30,admin.,married,university.degree,0.003,no
34,technician,married,university.degree,0.004,no
39,self-employed,married,basic.4y,0.001,no
50,admin.,married,high.school,0,no
31,services,married,basic.6y,0.002,no
55,technician,married,basic.4y,0,no
34,technician,single,professional.course,0.903,yes
36,unemployed,single,basic.9y,0,no
41,technician,married,university.degree,0.03,no
32,admin.,married,university.degree,0.004,no
30,admin.,single,university.degree,0.004,no
35,technician,divorced,basic.4y,0.663,yes
34,services,married,high.school,0.033,no
92,retired,married,unknown,0.907,no
32,technician,married,basic.9y,0.037,no
30,blue-collar,single,high.school,0.004,no
38,blue-collar,married,basic.9y,0.008,no
29,admin.,married,university.degree,0.001,no
48,management,married,high.school,0.002,no
42,admin.,married,university.degree,0.344,yes
57,blue-collar,married,basic.4y,0.202,no
34,technician,divorced,unknown,0.035,no
28,admin.,single,high.school,0.017,no
36,management,single,university.degree,0.008,no
30,admin.,married,university.degree,0.706,yes
34,blue-collar,married,basic.6y,0.388,yes
51,services,divorced,high.school,0.093,no
36,blue-collar,married,basic.9y,0.001,no
45,unemployed,married,high.school,0.002,no
29,management,married,university.degree,0.66,yes
26,student,single,basic.9y,0.706,yes
57,admin.,married,university.degree,0.318,no
34,management,married,university.degree,0,no
47,management,single,university.degree,0.004,no
46,admin.,single,university.degree,0.017,no
55,services,divorced,high.school,0.008,no
27,housemaid,married,high.school,0.001,no
32,unemployed,divorced,basic.4y,0.008,no
41,technician,single,university.degree,0.223,yes
23,services,single,high.school,0.31,no
41,technician,married,basic.9y,0.002,no
48,management,married,university.degree,0.657,yes
27,blue-collar,divorced,unknown,0.257,no
58,entrepreneur,married,high.school,0.249,no
35,management,married,university.degree,0.445,yes
48,technician,married,professional.course,0.453,no
56,admin.,married,high.school,0,no
33,services,married,basic.4y,0.01,no
57,retired,divorced,professional.course,0.01,no
45,housemaid,married,professional.course,0.002,no
36,blue-collar,single,basic.4y,0.326,no
49,admin.,married,high.school,0.302,no
30,blue-collar,divorced,basic.4y,0.017,no
34,admin.,single,university.degree,0.004,no
58,blue-collar,married,basic.9y,0.193,no
31,services,single,high.school,0.002,no
36,services,married,basic.6y,0.001,no
51,admin.,married,basic.6y,0.079,no
40,blue-collar,married,basic.4y,0,no
88,retired,divorced,basic.4y,0.514,no
54,self-employed,divorced,professional.course,0.411,no
35,admin.,single,university.degree,0.044,no
27,admin.,married,basic.6y,0.339,no
43,admin.,divorced,high.school,0.01,no
44,services,single,high.school,0.011,no
49,management,divorced,university.degree,0.082,no
33,services,married,high.school,0,no
39,blue-collar,married,high.school,0.001,no
36,blue-collar,married,basic.4y,0.003,no
35,technician,single,university.degree,0.272,no
35,admin.,single,university.degree,0.008,no
37,admin.,married,high.school,0,no
31,admin.,single,university.degree,0.005,no
40,blue-collar,married,basic.9y,0,no
29,self-employed,single,university.degree,0.046,no
31,self-employed,single,university.degree,0.556,yes
34,admin.,single,university.degree,0.002,no
43,management,married,university.degree,0.395,no
36,services,single,high.school,0.003,no
30,admin.,single,university.degree,0.438,no
35,services,single,basic.9y,0.003,no
49,unemployed,married,high.school,0.002,no
43,unemployed,married,professional.course,0.018,no
40,self-employed,married,university.degree,0.003,no
35,admin.,married,university.degree,0.071,no
30,services,married,unknown,0.007,no
30,blue-collar,married,unknown,0.002,no
34,technician,married,high.school,0.002,no
36,entrepreneur,married,high.school,0.016,no
39,admin.,divorced,university.degree,0.008,no
34,student,single,professional.course,0.099,no
33,services,married,high.school,0.005,no
29,admin.,single,high.school,0.004,no
54,admin.,single,university.degree,0.007,no
43,blue-collar,divorced,basic.9y,0.002,no
45,blue-collar,married,basic.9y,0.01,no
49,technician,married,professional.course,0.006,no
52,services,married,high.school,0.002,no
30,blue-collar,single,basic.4y,0.01,no
44,services,divorced,basic.9y,0.002,no
55,retired,married,university.degree,0.157,no
56,services,married,high.school,0,no
44,blue-collar,married,high.school,0.134,no
31,blue-collar,married,basic.9y,0.005,no
69,retired,married,high.school,0.269,yes
31,technician,married,unknown,0.661,yes
44,services,single,high.school,0.017,no
38,admin.,married,university.degree,0.006,no
25,student,single,high.school,0.016,no
37,blue-collar,single,basic.9y,0.004,no
45,blue-collar,married,basic.4y,0.211,yes
28,admin.,single,unknown,0.002,no
57,blue-collar,married,basic.4y,0.007,no
31,admin.,married,high.school,0.376,no
48,services,married,high.school,0.007,no
66,retired,married,unknown,0.559,no
35,technician,single,professional.course,0.018,no
44,blue-collar,married,basic.6y,0.011,no
42,housemaid,single,basic.4y,0.012,no
48,blue-collar,married,basic.6y,0.002,no
59,retired,married,basic.4y,0.012,no
37,blue-collar,married,basic.6y,0.011,no
43,blue-collar,married,unknown,0.014,no
41,self-employed,married,professional.course,0.002,no
50,technician,married,high.school,0.005,no
27,housemaid,married,basic.9y,0.002,no
55,blue-collar,married,basic.4y,0.001,no
85,retired,divorced,basic.4y,0.609,yes
48,entrepreneur,married,basic.9y,0.002,no
39,unemployed,married,professional.course,0,no
38,unemployed,married,basic.4y,0.005,no
46,admin.,single,university.degree,0.025,no
32,self-employed,single,university.degree,0.042,no
39,blue-collar,married,basic.9y,0.003,no
33,admin.,single,university.degree,0.843,yes
28,admin.,single,university.degree,0.23,no
66,housemaid,married,high.school,0.111,no
35,entrepreneur,single,professional.course,0.013,no
48,entrepreneur,divorced,university.degree,0.257,no
86,retired,divorced,basic.4y,0.313,no
37,blue-collar,married,basic.9y,0.001,no
49,technician,married,professional.course,0,no
40,admin.,married,high.school,0.015,no
49,entrepreneur,married,university.degree,0.373,yes
32,admin.,single,university.degree,0.005,no
45,blue-collar,married,basic.4y,0,no
43,admin.,single,high.school,0.011,no
40,blue-collar,married,basic.6y,0,no
45,management,married,unknown,0.005,no
45,services,married,high.school,0,no
51,management,married,university.degree,0,no
32,unemployed,married,university.degree,0.015,no
29,technician,single,university.degree,0.488,no
57,retired,married,basic.4y,0.006,no
59,entrepreneur,married,basic.9y,0.05,no
38,admin.,married,professional.course,0.008,no
51,services,married,high.school,0.003,no
33,services,married,high.school,0.001,no
30,blue-collar,married,basic.6y,0.003,no
58,technician,married,unknown,0.36,no
55,admin.,married,university.degree,0.062,no
34,admin.,married,university.degree,0.019,no
42,blue-collar,married,basic.6y,0.002,no
30,technician,single,university.degree,0.009,no
54,blue-collar,married,basic.4y,0.012,no
60,retired,divorced,high.school,0.02,no
45,management,married,university.degree,0.168,no
48,admin.,married,university.degree,0.006,no
34,entrepreneur,married,basic.4y,0.001,no
39,services,single,high.school,0.012,no
27,blue-collar,single,basic.9y,0.006,no
35,technician,single,professional.course,0.778,yes
42,services,married,university.degree,0.039,no
31,services,single,university.degree,0.565,no
31,technician,single,university.degree,0.004,no
31,blue-collar,married,basic.6y,0.003,no
36,entrepreneur,married,university.degree,0,no
22,technician,single,professional.course,0.002,no
53,management,divorced,university.degree,0,no
29,management,single,university.degree,0.002,no
25,admin.,single,high.school,0.001,no
50,entrepreneur,married,university.degree,0.489,no
33,admin.,married,university.degree,0.111,no
33,self-employed,married,university.degree,0.024,no
33,blue-collar,married,basic.9y,0.006,no
21,student,single,basic.9y,0.058,no
34,admin.,single,high.school,0.001,no
32,technician,single,university.degree,0.347,yes
30,technician,single,professional.course,0.357,yes
48,technician,married,basic.6y,0.006,no
55,unknown,married,basic.4y,0.006,no
42,admin.,single,basic.9y,0.002,no
43,blue-collar,single,basic.6y,0.008,no
28,services,single,high.school,0,no
29,unemployed,married,basic.4y,0.018,no
